Graph,Family,V,E,lambda_Base,lambda_Sym,Time_Base,Status_Base,Time_Sym,Status_Sym,Count_Span_Kind,Count_Span,Symmetry_Rule,Var_Base,Var_Sym,Clause_Raw_Base,Clause_Raw_Sym,Clause_Base,Clause_Sym,Var_Reduce_Pct,Clause_Reduce_Pct,Order,Consistent,Completed_Attempts_Base,Conflicts_Base,Decisions_Base,Propagations_Base,Encoding_Time_Base,SAT_Solve_Time_Base,Stats_Complete_Base,Completed_Attempts_Sym,Conflicts_Sym,Decisions_Sym,Propagations_Sym,Encoding_Time_Sym,SAT_Solve_Time_Sym,Stats_Complete_Sym
C_8xP_8,CxP,64,120,7,7,0.529228,OPT,0.518163,OPT,OPT,7,order,448,448,4816,4824,4816,4800,0.0,0.3322,"Base,Sym",YES,3,1300,2032,49123,0.092794,0.015615,True,3,1341,2076,48371,0.083129,0.015299,True
P_8xP_8,PxP,64,112,6,6,0.468855,OPT,0.534415,OPT,OPT,6,none,384,384,3806,3806,3806,3806,0.0,0.0,"Sym,Base",YES,3,145,290,3636,0.066509,0.001382,True,3,145,290,3636,0.105539,0.001693,True
C_8oC_8,CoC,72,136,12,12,3.054501,OPT,2.376609,OPT,OPT,12,order,864,864,9672,9685,9672,9607,0.0,0.672,"Base,Sym",YES,2,159845,202366,2908490,0.12963,2.276105,True,2,129810,160017,2399296,0.112482,1.885513,True
P_8oP_8,PoP,72,127,12,12,2.424272,OPT,2.729938,OPT,OPT,12,none,864,864,9209,9209,9209,9209,0.0,0.0,"Sym,Base",YES,2,139394,173083,2557112,0.10535,1.923758,True,2,139394,173083,2557112,0.1139,2.164225,True
C_8oP_8,CoP,72,128,12,12,4.883592,OPT,4.10455,OPT,OPT,12,order,864,864,9480,9493,9480,9415,0.0,0.6857,"Base,Sym",YES,2,152718,191813,2786187,0.417494,3.69608,True,2,156370,194909,2926894,0.226693,3.301575,True
P_8oC_8,PoC,72,135,12,12,2.518655,OPT,2.713593,OPT,OPT,12,none,864,864,9401,9401,9401,9401,0.0,0.0,"Sym,Base",YES,2,133025,166164,2491784,0.107632,2.030246,True,2,133025,166164,2491784,0.141983,2.000861,True
C_8xC_9,CxC,72,144,7,7,0.588576,OPT,0.565101,OPT,OPT,7,order,504,504,5904,5912,5904,5878,0.0,0.4404,"Base,Sym",YES,3,1452,2404,55748,0.118656,0.021637,True,3,788,1335,28822,0.120305,0.009033,True
C_8xP_9,CxP,72,136,7,7,0.502388,OPT,0.865026,OPT,OPT,7,order,504,504,5472,5480,5472,5456,0.0,0.2924,"Sym,Base",YES,3,1388,2220,50228,0.090983,0.016137,True,3,1379,2170,50453,0.129852,0.016789,True
P_8xP_9,PxP,72,127,6,6,0.499855,OPT,0.503132,OPT,OPT,6,none,432,432,4327,4327,4327,4327,0.0,0.0,"Base,Sym",YES,3,174,359,4266,0.083226,0.001683,True,3,174,359,4266,0.073696,0.001829,True
C_8oC_9,CoC,80,152,13,13,9.347218,OPT,6.065634,OPT,OPT,13,order,1040,1040,12192,12206,12192,12120,0.0,0.5906,"Sym,Base",YES,2,461282,585559,8439477,0.357045,8.517291,True,2,298320,376098,5566858,0.183659,5.435733,True
P_8oP_9,PoP,80,143,13,13,7.845143,OPT,7.78932,OPT,OPT,13,none,1040,1040,11664,11664,11664,11664,0.0,0.0,"Base,Sym",YES,2,404923,506409,7626231,0.177037,7.176216,True,2,404923,506409,7626231,0.138525,7.264524,True
C_8oP_9,CoP,80,144,13,13,16.006,OPT,8.610067,OPT,OPT,13,order,1040,1040,11984,11998,11984,11912,0.0,0.6008,"Sym,Base",YES,2,801466,998032,15024068,0.144894,15.442102,True,2,443278,564273,8152721,0.190878,7.984958,True
P_8oC_9,PoC,80,151,13,13,14.450607,OPT,14.515093,OPT,OPT,13,none,1040,1040,11872,11872,11872,11872,0.0,0.0,"Base,Sym",YES,2,676375,841423,12645694,0.196537,13.729118,True,2,676375,841423,12645694,0.140065,13.611233,True
C_8xC_10,CxC,80,160,7,7,0.574607,OPT,0.635218,OPT,OPT,7,order,560,560,6560,6568,6560,6534,0.0,0.3963,"Sym,Base",YES,3,1373,2342,53838,0.13767,0.016497,True,3,1016,1840,39732,0.159226,0.014134,True
C_8xP_10,CxP,80,152,7,7,0.578912,OPT,0.734161,OPT,OPT,7,order,560,560,6128,6136,6128,6112,0.0,0.2611,"Base,Sym",YES,3,1525,2575,51875,0.124524,0.019499,True,3,1492,2427,50631,0.115087,0.016256,True
P_8xP_10,PxP,80,142,6,6,0.534923,OPT,0.529085,OPT,OPT,6,none,480,480,4848,4848,4848,4848,0.0,0.0,"Sym,Base",YES,3,205,433,5175,0.082719,0.001918,True,3,205,433,5175,0.094487,0.001997,True
C_8oC_10,CoC,88,168,14,14,81.918661,OPT,62.060392,OPT,OPT,14,order,1232,1232,15088,15103,15088,15009,0.0,0.5236,"Base,Sym",YES,2,3092834,3887485,57193485,0.358408,81.08714,True,2,2708667,3322913,51196151,0.183229,61.079638,True
P_8oP_10,PoP,88,159,14,14,57.198401,OPT,57.00827,OPT,OPT,14,none,1232,1232,14491,14491,14491,14491,0.0,0.0,"Sym,Base",YES,2,2271504,2807745,41711935,0.220933,56.471396,True,2,2271504,2807745,41711935,0.181351,56.064023,True
C_8oP_10,CoP,88,160,14,14,63.764456,OPT,44.45692,OPT,OPT,14,order,1232,1232,14864,14879,14864,14785,0.0,0.5315,"Base,Sym",YES,2,2424497,3032696,44085262,0.241836,63.070972,True,2,1920066,2442646,35063535,0.180915,43.869535,True
P_8oC_10,PoC,88,167,14,14,68.786256,OPT,66.104113,OPT,OPT,14,none,1232,1232,14715,14715,14715,14715,0.0,0.0,"Sym,Base",YES,2,2449415,3049397,45521047,0.178114,67.817952,True,2,2449415,3049397,45521047,0.232478,65.405283,True
C_9xC_3,CxC,27,54,8,8,0.863916,OPT,0.528365,OPT,OPT,8,order,216,216,2268,2277,2268,2247,0.0,0.9259,"Base,Sym",YES,3,9915,14058,213149,0.046764,0.133859,True,3,5285,7574,112854,0.039839,0.055075,True
C_9xP_3,CxP,27,45,6,6,0.569468,OPT,0.436414,OPT,OPT,6,order,162,162,1494,1501,1494,1477,0.0,1.1379,"Sym,Base",YES,3,406,656,8165,0.036807,0.003725,True,3,366,606,8036,0.025207,0.002739,True
P_9xP_3,PxP,27,42,6,6,0.44292,OPT,0.520175,OPT,OPT,6,none,162,162,1367,1367,1367,1367,0.0,0.0,"Base,Sym",YES,2,93,130,1394,0.018751,0.000581,True,2,93,130,1394,0.01652,0.000573,True
C_9oC_3,CoC,36,63,8,8,0.52657,OPT,0.452785,OPT,OPT,8,order,288,288,2394,2403,2394,2365,0.0,1.2114,"Sym,Base",YES,2,4176,8310,94657,0.028623,0.037178,True,2,3121,6038,70593,0.027366,0.024778,True
P_9oP_3,PoP,36,53,7,7,0.439565,OPT,0.470003,OPT,OPT,7,none,252,252,1894,1894,1894,1894,0.0,0.0,"Base,Sym",YES,2,448,706,7825,0.027965,0.002605,True,2,448,706,7825,0.023649,0.002685,True
C_9oP_3,CoP,36,54,7,7,0.589234,OPT,0.457615,OPT,OPT,7,order,252,252,1980,1988,1980,1950,0.0,1.5152,"Sym,Base",YES,2,414,678,6453,0.031693,0.002593,True,2,291,495,4712,0.023763,0.001699,True
P_9oC_3,PoC,36,62,7,7,0.433762,OPT,0.471602,OPT,OPT,7,none,252,252,2020,2020,2020,2020,0.0,0.0,"Base,Sym",YES,2,343,545,4121,0.022579,0.001612,True,2,343,545,4121,0.026043,0.001668,True
C_9xC_4,CxC,36,72,7,7,0.507364,OPT,0.46941,OPT,OPT,7,order,252,252,2808,2816,2808,2784,0.0,0.8547,"Sym,Base",YES,3,429,604,7849,0.057952,0.002996,True,3,363,558,7135,0.05203,0.003284,True
C_9xP_4,CxP,36,63,7,7,0.457526,OPT,0.65877,OPT,OPT,7,order,252,252,2466,2474,2466,2450,0.0,0.6488,"Base,Sym",YES,2,1649,2490,48257,0.028554,0.016469,True,2,847,1262,26206,0.040601,0.009728,True
P_9xP_4,PxP,36,59,6,6,0.516174,OPT,0.4928,OPT,OPT,6,none,216,216,1959,1959,1959,1959,0.0,0.0,"Sym,Base",YES,3,131,219,2152,0.03743,0.000921,True,3,131,219,2152,0.037134,0.001303,True
C_9oC_4,CoC,45,81,8,8,0.505034,OPT,0.564013,OPT,OPT,8,order,360,360,3231,3240,3231,3194,0.0,1.1452,"Base,Sym",YES,3,1144,1705,18456,0.071242,0.009882,True,3,1710,2613,27471,0.056379,0.01093,True
P_9oP_4,PoP,45,71,8,8,0.537136,OPT,0.431804,OPT,OPT,8,none,360,360,2972,2972,2972,2972,0.0,0.0,"Sym,Base",YES,2,983,1422,17125,0.043896,0.006532,True,2,983,1422,17125,0.033059,0.006242,True
C_9oP_4,CoP,45,72,8,8,0.47593,OPT,0.557882,OPT,OPT,8,order,360,360,3087,3096,3087,3050,0.0,1.1986,"Base,Sym",YES,2,799,1217,13545,0.055719,0.005337,True,2,1332,1854,21340,0.045383,0.009295,True
P_9oC_4,PoC,45,80,8,8,0.612729,OPT,0.516121,OPT,OPT,8,none,360,360,3116,3116,3116,3116,0.0,0.0,"Sym,Base",YES,3,1163,1770,17577,0.077052,0.007798,True,3,1163,1770,17577,0.079327,0.00774,True
C_9xC_5,CxC,45,90,8,8,1.873712,OPT,0.908322,OPT,OPT,8,order,360,360,4185,4194,4185,4160,0.0,0.5974,"Base,Sym",YES,3,47557,66003,1618017,0.106081,1.275368,True,3,25691,36171,823720,0.065759,0.463029,True
C_9xP_5,CxP,45,81,7,7,0.512752,OPT,0.498364,OPT,OPT,7,order,315,315,3204,3212,3204,3188,0.0,0.4994,"Sym,Base",YES,3,1633,2366,52754,0.057297,0.016734,True,3,1232,1776,38346,0.066468,0.013261,True
P_9xP_5,PxP,45,76,6,6,0.46011,OPT,0.48504,OPT,OPT,6,none,270,270,2551,2551,2551,2551,0.0,0.0,"Base,Sym",YES,3,127,230,2341,0.043779,0.001024,True,3,127,230,2341,0.04668,0.000965,True
C_9oC_5,CoC,54,99,9,9,0.640908,OPT,0.489396,OPT,OPT,9,order,486,486,4644,4654,4644,4600,0.0,0.9475,"Sym,Base",YES,2,3344,4827,60940,0.083229,0.030416,True,2,2329,3264,38934,0.054422,0.02024,True
P_9oP_5,PoP,54,89,9,9,0.516859,OPT,0.518387,OPT,OPT,9,none,486,486,4334,4334,4334,4334,0.0,0.0,"Base,Sym",YES,2,2966,4086,50585,0.058655,0.019552,True,2,2966,4086,50585,0.054604,0.018647,True
C_9oP_5,CoP,54,90,9,9,0.508223,OPT,0.510735,OPT,OPT,9,order,486,486,4482,4492,4482,4438,0.0,0.9817,"Sym,Base",YES,2,3449,4806,58805,0.051417,0.024295,True,2,3955,5341,64453,0.062168,0.026749,True
P_9oC_5,PoC,54,98,9,9,0.535796,OPT,0.539124,OPT,OPT,9,none,486,486,4496,4496,4496,4496,0.0,0.0,"Base,Sym",YES,2,3079,4219,51824,0.076358,0.025432,True,2,3079,4219,51824,0.050145,0.022011,True
C_9xC_6,CxC,54,108,7,7,0.638277,OPT,2.007797,OPT,OPT,7,order,378,378,4428,4436,4428,4402,0.0,0.5872,"Sym,Base",YES,3,9118,15444,311895,0.080286,0.129399,True,3,50261,74256,2038846,0.0889,1.507318,True
C_9xP_6,CxP,54,99,7,7,1.925308,OPT,0.98624,OPT,OPT,7,order,378,378,3942,3950,3942,3926,0.0,0.4059,"Base,Sym",YES,3,1459,2229,52947,0.142835,0.025783,True,3,1325,1955,45942,0.07998,0.01666,True
P_9xP_6,PxP,54,93,6,6,0.815833,OPT,0.756682,OPT,OPT,6,none,324,324,3143,3143,3143,3143,0.0,0.0,"Sym,Base",YES,3,123,250,2838,0.057833,0.001083,True,3,123,250,2838,0.117178,0.00248,True
C_9oC_6,CoC,63,117,10,10,0.797287,OPT,1.058639,OPT,OPT,10,order,630,630,6372,6383,6372,6321,0.0,0.8004,"Base,Sym",YES,1,10908,13952,190298,0.045427,0.117362,True,1,10291,12913,180980,0.066058,0.20664,True
P_9oP_6,PoP,63,107,10,10,0.619795,OPT,0.700523,OPT,OPT,10,none,630,630,6007,6007,6007,6007,0.0,0.0,"Sym,Base",YES,2,13896,17803,241681,0.066334,0.135186,True,2,13896,17803,241681,0.073998,0.188928,True
C_9oP_6,CoP,63,108,10,10,0.773934,OPT,0.898889,OPT,OPT,10,order,630,630,6192,6203,6192,6141,0.0,0.8236,"Base,Sym",YES,1,11993,15429,208737,0.081409,0.230597,True,1,16240,21196,283437,0.072555,0.183611,True
P_9oC_6,PoC,63,116,10,10,0.556319,OPT,0.655981,OPT,OPT,10,none,630,630,6187,6187,6187,6187,0.0,0.0,"Sym,Base",YES,2,10187,13264,188158,0.066775,0.088524,True,2,10187,13264,188158,0.086216,0.110802,True
C_9xC_7,CxC,63,126,8,8,99.574492,OPT,41.075608,OPT,OPT,8,order,504,504,5859,5868,5859,5834,0.0,0.4267,"Base,Sym",YES,3,978890,1252611,53961592,0.121618,98.922879,True,3,582456,752404,31336629,0.067542,40.261957,True
C_9xP_7,CxP,63,117,7,7,0.429093,OPT,0.93361,OPT,OPT,7,order,441,441,4680,4688,4680,4664,0.0,0.3419,"Sym,Base",YES,3,1959,3241,67795,0.059003,0.015204,True,3,1585,2663,58263,0.211052,0.040418,True
P_9xP_7,PxP,63,110,6,6,0.384656,OPT,0.628641,OPT,OPT,6,none,378,378,3735,3735,3735,3735,0.0,0.0,"Base,Sym",YES,3,150,332,3590,0.046259,0.000959,True,3,150,332,3590,0.057357,0.00101,True
C_9oC_7,CoC,72,135,11,11,0.889376,OPT,0.99589,OPT,OPT,11,order,792,792,8442,8454,8442,8384,0.0,0.687,"Sym,Base",YES,2,52953,66055,988147,0.073261,0.504332,True,2,44307,55631,820410,0.113085,0.460222,True
P_9oP_7,PoP,72,125,11,11,0.939014,OPT,0.815059,OPT,OPT,11,none,792,792,8018,8018,8018,8018,0.0,0.0,"Base,Sym",YES,2,36264,45073,662095,0.074842,0.552355,True,2,36264,45073,662095,0.064279,0.43777,True
C_9oP_7,CoP,72,126,11,11,0.968088,OPT,1.076477,OPT,OPT,11,order,792,792,8244,8256,8244,8186,0.0,0.7035,"Sym,Base",YES,2,43868,54576,844177,0.139264,0.399657,True,2,60154,76086,1081229,0.103082,0.662631,True
P_9oC_7,PoC,72,134,11,11,2.21351,OPT,0.928384,OPT,OPT,11,none,792,792,8216,8216,8216,8216,0.0,0.0,"Base,Sym",YES,2,36482,45873,669176,0.130098,0.406087,True,2,36482,45873,669176,0.176279,0.404852,True
C_9xC_8,CxC,72,144,7,7,0.627461,OPT,0.657364,OPT,OPT,7,order,504,504,5904,5912,5904,5878,0.0,0.4404,"Sym,Base",YES,3,4127,7094,161348,0.097519,0.037759,True,3,5258,9291,202400,0.14116,0.125338,True
C_9xP_8,CxP,72,135,7,7,0.424877,OPT,0.544367,OPT,OPT,7,order,504,504,5418,5426,5418,5402,0.0,0.2953,"Base,Sym",YES,3,2287,3913,89390,0.071059,0.02067,True,3,1752,2770,62902,0.114176,0.020419,True
P_9xP_8,PxP,72,127,6,6,0.86046,OPT,0.613847,OPT,OPT,6,none,432,432,4327,4327,4327,4327,0.0,0.0,"Sym,Base",YES,3,165,341,4281,0.089912,0.001845,True,3,165,341,4281,0.091743,0.001637,True
C_9oC_8,CoC,81,153,12,12,2.61496,OPT,1.691152,OPT,OPT,12,order,972,972,10881,10894,10881,10816,0.0,0.5974,"Base,Sym",YES,2,157535,194572,2943152,0.381869,1.75921,True,2,134154,168165,2466943,0.095459,1.289696,True
P_9oP_8,PoP,81,143,12,12,2.011447,OPT,2.506274,OPT,OPT,12,none,972,972,10394,10394,10394,10394,0.0,0.0,"Sym,Base",YES,2,155385,193586,2836659,0.111471,1.553208,True,2,155385,193586,2836659,0.093178,2.107885,True
C_9oP_8,CoP,81,144,12,12,2.598777,OPT,1.887607,OPT,OPT,12,order,972,972,10665,10678,10665,10600,0.0,0.6095,"Base,Sym",YES,2,122689,153368,2247709,0.371204,1.659423,True,2,144079,180274,2631398,0.097481,1.478094,True
P_9oC_8,PoC,81,152,12,12,1.785875,OPT,1.801714,OPT,OPT,12,none,972,972,10610,10610,10610,10610,0.0,0.0,"Sym,Base",YES,2,134588,170388,2501289,0.098458,1.383234,True,2,134588,170388,2501289,0.087515,1.403384,True
C_9xC_9,CxC,81,162,7,7,1.965991,OPT,0.569081,OPT,OPT,7,order,567,567,6642,6650,6642,6616,0.0,0.3914,"Base,Sym",YES,3,76979,118459,3607153,0.091574,1.571601,True,3,14876,25845,596529,0.095839,0.165284,True
C_9xP_9,CxP,81,153,7,7,0.44574,OPT,0.4243,OPT,OPT,7,order,567,567,6156,6164,6156,6140,0.0,0.2599,"Sym,Base",YES,3,2511,4093,88394,0.086564,0.021091,True,3,2246,3779,79671,0.100583,0.019151,True
P_9xP_9,PxP,81,144,6,6,0.365784,OPT,0.394718,OPT,OPT,6,none,486,486,4919,4919,4919,4919,0.0,0.0,"Base,Sym",YES,3,175,403,4991,0.058708,0.001381,True,3,175,403,4991,0.085291,0.001315,True
C_9oC_9,CoC,90,171,13,13,8.361283,OPT,9.395622,OPT,OPT,13,order,1170,1170,13716,13730,13716,13644,0.0,0.5249,"Sym,Base",YES,2,557329,688854,10444350,0.121785,7.880824,True,2,547530,677305,10454377,0.11972,8.974667,True
P_9oP_9,PoP,90,161,13,13,5.941398,OPT,5.677082,OPT,OPT,13,none,1170,1170,13162,13162,13162,13162,0.0,0.0,"Base,Sym",YES,2,399833,506352,7023732,0.14438,5.4237,True,2,399833,506352,7023732,0.126609,5.24712,True
C_9oP_9,CoP,90,162,13,13,8.135415,OPT,5.457275,OPT,OPT,13,order,1170,1170,13482,13496,13482,13410,0.0,0.534,"Sym,Base",YES,2,578770,742941,10290456,0.117493,7.707726,True,2,365854,466287,6823663,0.128749,4.971836,True
P_9oC_9,PoC,90,170,13,13,8.508077,OPT,8.291799,OPT,OPT,13,none,1170,1170,13396,13396,13396,13396,0.0,0.0,"Base,Sym",YES,2,566116,701890,10626212,0.116984,8.056633,True,2,566116,701890,10626212,0.116948,7.881158,True
C_9xC_10,CxC,90,180,10,10,180.063318,FEASIBLE,180.059501,FEASIBLE,FEASIBLE_UB,10,order,900,900,10350,10361,10350,10327,0.0,0.2222,"Sym,Base",UNPROVEN,0,0,0,0,0.0,0.0,False,0,0,0,0,0.0,0.0,False
C_9xP_10,CxP,90,171,7,7,0.891856,OPT,0.460786,OPT,OPT,7,order,630,630,6894,6902,6894,6878,0.0,0.2321,"Base,Sym",YES,3,1642,2698,64242,0.091361,0.01407,True,3,2298,3970,84184,0.109161,0.018291,True
P_9xP_10,PxP,90,161,6,6,0.415018,OPT,0.360771,OPT,OPT,6,none,540,540,5511,5511,5511,5511,0.0,0.0,"Sym,Base",YES,3,167,408,5166,0.074561,0.001492,True,3,167,408,5166,0.064736,0.001316,True
C_9oC_10,CoC,99,189,14,14,75.518266,OPT,54.380281,OPT,OPT,14,order,1386,1386,16974,16989,16974,16895,0.0,0.4654,"Base,Sym",YES,2,4097360,5076282,76738054,0.283674,74.892533,True,2,3176043,3943511,59850484,0.157007,53.405396,True
P_9oP_10,PoP,99,179,14,14,55.391029,OPT,55.21448,OPT,OPT,14,none,1386,1386,16349,16349,16349,16349,0.0,0.0,"Sym,Base",YES,2,2924576,3677462,54195764,0.147524,54.50483,True,2,2924576,3677462,54195764,0.292021,54.261557,True
C_9oP_10,CoP,99,180,14,14,38.53507,OPT,42.205737,OPT,OPT,14,order,1386,1386,16722,16737,16722,16643,0.0,0.4724,"Base,Sym",YES,2,2062604,2593179,36752660,0.15988,37.708067,True,2,2501872,3223012,45614104,0.154217,41.739199,True
P_9oC_10,PoC,99,188,14,14,34.01729,OPT,34.908016,OPT,OPT,14,none,1386,1386,16601,16601,16601,16601,0.0,0.0,"Sym,Base",YES,2,2077862,2577673,38126267,0.149064,33.557801,True,2,2077862,2577673,38126267,0.178657,34.373863,True
C_10xC_3,CxC,30,60,8,8,0.565585,OPT,0.386794,OPT,OPT,8,order,240,240,2520,2529,2520,2499,0.0,0.8333,"Base,Sym",YES,3,12110,17171,268135,0.039743,0.131184,True,3,6048,8878,123335,0.03172,0.044358,True
C_10xP_3,CxP,30,50,6,6,0.343894,OPT,0.3283,OPT,OPT,6,order,180,180,1660,1667,1660,1643,0.0,1.0241,"Sym,Base",YES,3,481,796,11335,0.021953,0.002864,True,3,222,383,4939,0.019158,0.001232,True
P_10xP_3,PxP,30,47,6,6,0.30173,OPT,0.47231,OPT,OPT,6,none,180,180,1533,1533,1533,1533,0.0,0.0,"Base,Sym",YES,2,93,133,1423,0.012128,0.000396,True,2,93,133,1423,0.012186,0.00043,True
C_10oC_3,CoC,40,70,7,7,0.32788,OPT,0.314462,OPT,OPT,7,order,280,280,2340,2348,2340,2310,0.0,1.2821,"Sym,Base",YES,2,446,730,6362,0.020054,0.001723,True,2,232,469,3544,0.019023,0.000987,True
P_10oP_3,PoP,40,59,7,7,0.319954,OPT,0.317825,OPT,OPT,7,none,280,280,2114,2114,2114,2114,0.0,0.0,"Base,Sym",YES,2,490,797,7653,0.01732,0.002063,True,2,490,797,7653,0.017227,0.002017,True
C_10oP_3,CoP,40,60,7,7,0.337095,OPT,0.448676,OPT,OPT,7,order,280,280,2200,2208,2200,2170,0.0,1.3636,"Sym,Base",YES,2,325,603,5244,0.017887,0.001409,True,2,467,749,7803,0.017491,0.001996,True
P_10oC_3,PoC,40,69,7,7,0.31223,OPT,0.328142,OPT,OPT,7,none,280,280,2254,2254,2254,2254,0.0,0.0,"Base,Sym",YES,2,352,600,4442,0.018142,0.001221,True,2,352,600,4442,0.019398,0.001226,True
C_10xC_4,CxC,40,80,7,7,0.348791,OPT,0.49285,OPT,OPT,7,order,280,280,3120,3128,3120,3096,0.0,0.7692,"Sym,Base",YES,2,478,620,8591,0.029217,0.002291,True,2,358,530,6806,0.033809,0.001788,True
C_10xP_4,CxP,40,70,7,7,0.334322,OPT,0.38608,OPT,OPT,7,order,280,280,2740,2748,2740,2724,0.0,0.5839,"Base,Sym",YES,3,2059,3123,62004,0.036065,0.016486,True,3,1093,1695,32529,0.036577,0.007324,True
P_10xP_4,PxP,40,66,6,6,0.352138,OPT,0.457643,OPT,OPT,6,none,240,240,2196,2196,2196,2196,0.0,0.0,"Sym,Base",YES,3,131,234,2319,0.035082,0.001019,True,3,131,234,2319,0.031126,0.000714,True
C_10oC_4,CoC,50,90,8,8,0.330771,OPT,0.367608,OPT,OPT,8,order,400,400,3590,3599,3590,3553,0.0,1.0306,"Base,Sym",YES,3,1170,1758,18832,0.043499,0.005349,True,3,892,1528,14681,0.046812,0.003925,True
P_10oP_4,PoP,50,79,8,8,0.429115,OPT,0.401871,OPT,OPT,8,none,400,400,3315,3315,3315,3315,0.0,0.0,"Sym,Base",YES,2,1157,1723,19639,0.03661,0.006403,True,2,1157,1723,19639,0.033764,0.00557,True
C_10oP_4,CoP,50,80,8,8,0.318269,OPT,0.357689,OPT,OPT,8,order,400,400,3430,3439,3430,3393,0.0,1.0787,"Base,Sym",YES,2,874,1285,15040,0.026948,0.003892,True,2,957,1378,15735,0.028918,0.005223,True
P_10oC_4,PoC,50,89,8,8,0.37953,OPT,0.340548,OPT,OPT,8,none,400,400,3475,3475,3475,3475,0.0,0.0,"Sym,Base",YES,3,1067,1624,16933,0.044867,0.004807,True,3,1067,1624,16933,0.042244,0.004827,True
C_10xC_5,CxC,50,100,8,8,2.355842,OPT,1.123923,OPT,OPT,8,order,400,400,4650,4659,4650,4625,0.0,0.5376,"Base,Sym",YES,3,84290,115319,2986119,0.075214,1.836586,True,3,48353,66580,1642164,0.052212,0.784642,True
C_10xP_5,CxP,50,90,7,7,0.357308,OPT,0.321598,OPT,OPT,7,order,350,350,3560,3568,3560,3544,0.0,0.4494,"Sym,Base",YES,2,1807,2666,63561,0.02947,0.015082,True,2,1376,2078,44113,0.027834,0.009917,True
P_10xP_5,PxP,50,85,6,6,0.45527,OPT,0.355053,OPT,OPT,6,none,300,300,2859,2859,2859,2859,0.0,0.0,"Base,Sym",YES,3,146,265,3016,0.042015,0.001275,True,3,146,265,3016,0.03529,0.001044,True
C_10oC_5,CoC,60,110,9,9,0.379534,OPT,0.343949,OPT,OPT,9,order,540,540,5160,5170,5160,5116,0.0,0.8527,"Sym,Base",YES,2,2820,3949,47886,0.046697,0.013816,True,2,2698,3757,46519,0.039228,0.013388,True
P_10oP_5,PoP,60,99,9,9,0.348391,OPT,0.545913,OPT,OPT,9,none,540,540,4832,4832,4832,4832,0.0,0.0,"Base,Sym",YES,2,3485,4917,62211,0.037374,0.017697,True,2,3485,4917,62211,0.139463,0.030904,True
C_10oP_5,CoP,60,100,9,9,0.38203,OPT,0.365622,OPT,OPT,9,order,540,540,4980,4990,4980,4936,0.0,0.8835,"Sym,Base",YES,2,4128,5580,70796,0.043696,0.022567,True,2,3389,4467,60510,0.041826,0.018685,True
P_10oC_5,PoC,60,109,9,9,0.339403,OPT,0.370551,OPT,OPT,9,none,540,540,5012,5012,5012,5012,0.0,0.0,"Base,Sym",YES,2,2881,3950,50901,0.038575,0.013956,True,2,2881,3950,50901,0.041111,0.013742,True
C_10xC_6,CxC,60,120,7,7,0.516962,OPT,0.36349,OPT,OPT,7,order,420,420,4920,4928,4920,4894,0.0,0.5285,"Sym,Base",YES,3,2077,3139,69162,0.085478,0.015443,True,3,941,1480,30204,0.06304,0.006577,True
C_10xP_6,CxP,60,110,7,7,0.382663,OPT,0.394264,OPT,OPT,7,order,420,420,4380,4388,4380,4364,0.0,0.3653,"Base,Sym",YES,3,2683,4150,91867,0.055118,0.023707,True,3,1793,2884,64465,0.056065,0.014421,True
P_10xP_6,PxP,60,104,6,6,0.380518,OPT,0.333568,OPT,OPT,6,none,360,360,3522,3522,3522,3522,0.0,0.0,"Sym,Base",YES,3,126,271,2968,0.045938,0.000809,True,3,126,271,2968,0.044499,0.000804,True
C_10oC_6,CoC,70,130,10,10,0.44074,OPT,0.553235,OPT,OPT,10,order,700,700,7080,7091,7080,7029,0.0,0.7203,"Base,Sym",YES,2,11691,15222,199741,0.057927,0.075843,True,2,6895,8770,121176,0.05969,0.041437,True
P_10oP_6,PoP,70,119,10,10,0.433744,OPT,0.418073,OPT,OPT,10,none,700,700,6695,6695,6695,6695,0.0,0.0,"Sym,Base",YES,1,13262,16769,236935,0.028035,0.087747,True,1,13262,16769,236935,0.026529,0.090894,True
C_10oP_6,CoP,70,120,10,10,0.52216,OPT,0.444629,OPT,OPT,10,order,700,700,6880,6891,6880,6829,0.0,0.7413,"Base,Sym",YES,2,14169,18197,259189,0.062683,0.142724,True,2,15284,19683,253570,0.057008,0.096696,True
P_10oC_6,PoC,70,129,10,10,0.445615,OPT,0.389779,OPT,OPT,10,none,700,700,6895,6895,6895,6895,0.0,0.0,"Sym,Base",YES,1,9828,12666,176423,0.031065,0.069715,True,1,9828,12666,176423,0.028136,0.064635,True
C_10xC_7,CxC,70,140,7,7,0.43574,OPT,0.42977,OPT,OPT,7,order,490,490,5740,5748,5740,5714,0.0,0.453,"Base,Sym",YES,3,1435,2278,62097,0.094306,0.016227,True,3,743,1156,30790,0.079535,0.007177,True
C_10xP_7,CxP,70,130,7,7,0.552637,OPT,0.42132,OPT,OPT,7,order,490,490,5200,5208,5200,5184,0.0,0.3077,"Sym,Base",YES,3,2047,3343,74563,0.06268,0.01749,True,3,1683,2745,63782,0.068052,0.019961,True
P_10xP_7,PxP,70,123,6,6,0.357701,OPT,0.395123,OPT,OPT,6,none,420,420,4185,4185,4185,4185,0.0,0.0,"Base,Sym",YES,3,168,373,3977,0.05178,0.00119,True,3,168,373,3977,0.061168,0.001254,True
